bmi,age,gender,activity_level,fitness_goal,workout_category,diet_category,fitness_level
17.1,44,1,3,3,2,4,2
32.3,49,0,0,4,4,4,0
37.8,33,0,0,0,0,0,0
18.0,32,0,1,3,2,4,0
24.1,24,1,3,0,2,2,2
25.0,25,0,2,2,1,1,1
25.2,32,0,3,2,2,2,2
22.4,39,0,1,4,1,3,1
22.4,45,1,1,4,1,1,0
21.3,25,0,1,0,2,2,0
27.7,52,1,0,1,1,3,0
22.3,31,1,2,3,3,1,1
19.2,34,1,1,3,0,2,0
24.9,26,0,4,0,0,4,2
21.8,15,0,0,2,1,1,0
25.0,45,0,2,3,2,0,1
19.6,43,1,4,3,1,0,2
24.1,31,0,2,2,1,2,2
23.8,35,1,2,3,2,4,1
22.8,41,0,4,2,2,1,2
21.7,16,0,3,4,1,3,1
24.2,28,0,2,2,2,2,1
32.8,44,0,3,2,2,3,2
31.1,19,1,2,4,4,2,1
24.0,38,1,4,0,2,1,2
23.5,18,1,2,4,2,2,1
23.3,40,1,1,3,2,4,1
20.5,34,0,1,4,2,4,0
23.2,15,1,2,0,2,2,1
23.0,48,1,4,3,0,0,2
21.9,26,1,4,3,0,0,2
24.1,25,0,0,3,0,0,0
31.1,37,1,4,0,2,0,2
24.3,48,1,3,0,2,0,2
23.6,22,0,2,2,1,2,1
18.3,35,0,1,2,1,3,0
27.8,40,1,4,3,4,2,2
20.2,43,1,1,1,4,2,1
27.9,37,0,0,4,3,3,0
23.4,30,1,2,2,2,3,1
22.1,25,0,4,0,1,0,2
22.6,36,1,1,0,2,1,1
23.4,22,1,4,2,2,2,2
32.4,15,1,0,2,1,1,0
21.9,40,1,1,2,1,4,1
31.8,45,1,1,3,2,0,1
22.9,15,0,2,1,4,2,1
27.0,22,0,2,4,2,1,1
22.8,42,1,1,4,0,2,0
22.8,59,1,2,0,4,0,1
22.7,35,1,1,4,1,0,1
17.0,26,0,3,3,1,0,2
20.0,32,0,4,2,1,1,2
24.7,51,0,3,2,2,1,2
27.5,27,0,3,3,2,0,2
35.7,25,0,4,4,0,0,2
23.1,29,0,1,2,2,1,1
32.8,23,0,1,0,0,1,1
17.9,36,0,2,2,1,1,1
28.7,54,1,0,0,0,0,0
31.2,38,0,1,2,1,3,1
28.4,31,0,4,3,2,4,2
28.4,31,0,0,1,1,2,0
22.6,16,0,4,0,3,0,2
29.8,45,1,4,3,1,4,2
27.1,34,0,4,1,1,4,2
24.7,32,1,0,0,0,0,0
22.7,70,1,3,3,0,0,2
21.5,38,1,4,4,3,2,2
23.0,25,0,2,3,0,1,1
20.7,29,0,1,2,1,2,1
31.8,48,0,1,2,1,1,0
22.9,36,1,1,0,0,2,1
22.6,17,1,0,3,4,2,0
31.2,46,1,2,2,2,2,1
20.0,26,1,2,4,1,2,2
26.7,57,0,2,4,3,2,1
25.2,47,0,2,1,1,3,1
25.4,29,0,2,4,1,2,1
22.3,50,1,3,4,4,3,2
26.9,35,1,2,2,1,1,1
25.1,45,0,2,1,4,1,1
22.3,40,0,0,3,4,0,0
22.3,24,1,0,0,0,0,0
26.7,27,0,2,2,0,1,1
28.1,47,0,3,0,2,1,2
29.0,30,1,2,2,2,3,1
23.0,30,1,2,4,1,2,2
21.3,23,1,2,0,2,0,1
22.8,40,0,4,3,0,2,2
21.4,59,1,3,0,0,0,2
24.7,22,0,1,3,1,1,0
25.3,35,0,2,3,0,0,1
26.6,51,1,1,0,0,2,0
28.3,34,0,3,2,1,2,1
16.8,40,1,2,4,4,0,2
28.8,22,1,1,1,1,1,0
23.1,40,0,1,3,4,0,1
30.6,32,0,3,3,2,4,1
25.2,46,1,2,0,2,0,2
30.4,49,1,4,4,0,2,2
20.6,66,1,3,2,1,0,2
23.9,41,1,4,1,4,1,2
23.4,38,1,2,0,2,0,1
31.1,37,1,1,2,1,2,1
28.7,30,0,3,3,0,0,2
23.1,39,0,3,2,1,2,2
28.7,31,0,3,3,2,2,2
20.3,37,0,0,3,3,1,0
24.2,50,1,2,2,2,2,1
21.9,22,0,0,2,2,1,0
22.2,48,0,3,4,4,0,2
15.0,50,1,3,4,0,1,2
21.6,33,0,4,2,1,3,2
27.4,15,1,0,3,0,4,0
21.8,27,1,1,0,0,0,1
24.7,50,1,2,0,2,1,1
23.3,34,1,1,3,2,1,0
31.6,23,1,1,2,4,1,0
26.2,28,0,2,0,2,0,1
19.6,45,0,3,3,0,0,2
25.6,41,0,4,4,0,2,2
21.2,32,1,3,4,1,2,2
21.5,30,0,3,2,1,1,2
21.5,30,0,0,2,4,1,0
22.8,23,0,1,0,0,1,0
29.6,54,0,1,3,1,4,0
22.1,31,1,1,4,4,3,0
30.3,49,0,4,4,0,4,2
24.1,53,1,4,3,2,1,2
27.9,46,1,4,0,2,4,2
32.7,29,0,2,2,1,1,1
21.0,39,1,4,2,1,1,2
26.5,34,1,0,4,4,3,0
22.3,24,1,0,0,0,0,0
34.1,38,1,3,2,1,4,1
35.6,20,1,3,0,3,0,2
25.1,49,1,3,3,0,0,1
25.2,29,1,3,3,1,2,2
22.5,37,0,0,2,1,1,0
21.0,38,0,3,3,1,4,1
33.2,31,1,0,2,1,4,0
30.0,42,1,4,0,0,4,2
21.9,29,0,4,1,1,3,2
26.6,45,0,2,4,2,1,1
22.5,18,0,3,0,3,2,1
21.1,36,0,4,0,3,0,2
18.8,58,1,4,1,2,3,2
22.3,22,1,1,1,1,1,0
18.9,26,0,1,2,2,2,0
35.6,41,0,0,2,4,1,0
20.8,37,0,2,4,0,1,1
23.9,39,0,1,3,2,2,0
24.6,40,1,2,0,2,0,1
32.9,42,0,4,3,0,1,2
21.4,48,0,0,3,2,0,0
26.8,39,0,2,4,4,2,1
26.5,32,1,1,2,1,2,0
20.5,43,1,4,1,2,3,2
29.8,57,1,3,3,3,0,2
24.0,33,0,4,3,2,0,2
22.1,23,0,1,2,1,1,0
21.5,48,0,1,0,0,0,0
23.3,33,1,3,3,2,4,1
25.7,15,1,4,0,2,0,2
24.4,45,0,2,0,4,0,1
28.5,28,0,2,1,2,1,1
25.3,33,1,4,1,1,2,2
27.2,38,0,2,2,3,1,0
19.8,37,0,4,1,4,3,2
26.7,43,0,4,0,0,4,2
25.9,29,1,1,0,2,1,1
30.0,41,0,0,0,0,4,0
28.7,31,0,1,2,1,3,1
32.4,43,0,2,0,2,4,1
27.4,42,0,0,0,4,1,0
22.2,23,1,4,2,2,4,2
23.5,48,1,2,0,0,1,1
30.2,28,1,3,0,0,0,2
27.5,44,0,2,3,2,0,1
34.8,39,1,0,2,1,1,0
26.1,57,0,0,4,3,3,0
27.3,32,1,4,2,2,2,2
36.5,30,0,3,4,4,1,2
26.9,34,1,4,0,2,0,2
24.7,31,1,3,2,1,1,2
22.1,44,1,3,2,1,1,1
25.2,15,0,4,4,4,2,2
24.3,22,0,2,2,2,1,1
32.1,22,0,1,4,0,1,0
22.7,46,1,3,2,1,2,2
25.3,55,0,0,3,2,0,0
19.7,33,0,4,4,4,4,2
33.8,32,0,2,4,0,4,1
18.4,35,0,3,3,1,1,2
20.1,48,0,2,1,2,3,1
19.7,23,0,4,0,2,1,2
27.5,37,1,0,1,1,1,0
23.8,46,1,3,0,0,1,2
20.0,41,0,3,0,4,3,2
25.2,37,1,2,2,1,1,1
21.9,47,1,4,3,1,3,2
30.3,15,0,1,0,0,3,0
25.1,43,0,3,2,1,1,1
19.3,27,1,0,1,2,2,0
35.2,15,0,3,4,2,1,2
22.2,41,1,3,0,2,4,2
27.5,51,1,1,2,2,4,0
22.0,33,1,1,4,1,2,1
21.9,46,0,4,1,1,1,2
21.7,54,1,3,3,1,1,2
30.4,50,0,3,4,4,1,1
21.4,54,0,2,0,2,1,1
25.5,43,0,2,4,0,2,1
23.5,35,0,0,3,2,2,0
28.0,15,0,0,0,2,1,0
29.0,32,1,2,1,3,3,1
22.8,24,0,0,2,1,2,0
26.2,61,0,3,4,0,1,2
23.4,32,0,1,0,1,1,0
29.3,36,0,3,3,1,1,1
25.2,41,0,2,0,0,1,1
24.7,35,1,4,3,3,1,2
24.8,55,0,4,3,2,1,2
25.2,27,0,2,2,1,0,1
26.6,37,1,3,2,1,1,2
26.0,26,0,0,4,4,2,0
21.8,19,1,0,1,4,3,1
21.4,27,1,4,3,2,2,2
25.7,34,1,2,0,2,0,1
20.7,29,1,2,3,0,2,1
23.6,26,0,1,3,1,2,1
29.8,18,0,4,2,1,1,2
20.2,34,1,2,3,4,1,1
24.9,16,1,1,2,1,3,1
24.8,44,0,0,4,4,2,0
24.3,35,1,4,0,0,0,2
21.4,17,1,4,0,2,1,2
26.7,31,1,2,3,1,0,1
25.7,25,0,2,3,2,0,1
32.4,38,1,3,2,1,3,1
22.2,51,0,0,4,1,2,1
20.2,15,0,0,3,0,0,0
21.0,36,0,1,4,4,2,1
23.5,33,1,1,2,1,2,1
24.6,43,1,3,0,0,0,2
23.8,37,0,0,2,2,4,0
22.6,25,0,1,4,2,0,1
18.9,31,0,0,1,4,1,0
31.7,25,1,0,4,1,2,0
25.7,47,1,1,3,0,1,1
26.9,35,0,2,2,1,2,1
31.6,57,0,2,2,1,1,1
19.8,34,1,1,2,2,1,0
32.6,26,0,3,3,0,0,2
26.2,16,1,4,0,2,2,2
30.7,15,1,0,4,4,4,0
25.5,15,0,4,2,1,1,2
20.0,38,0,1,4,2,4,1
28.7,41,1,0,2,4,3,0
20.2,16,1,4,2,2,1,2
23.7,45,1,2,2,1,2,1
25.4,29,1,3,3,2,1,2
18.9,36,1,4,1,1,2,1
26.1,54,0,3,4,3,2,2
27.0,45,1,2,2,1,1,0
18.0,31,1,4,4,1,4,2
20.2,24,1,1,4,0,1,1
23.2,15,0,0,3,1,4,0
25.1,26,0,2,2,1,0,1
19.6,32,1,3,2,1,2,1
26.9,23,1,3,3,2,1,1
27.6,33,0,2,2,1,2,1
25.6,35,0,1,3,2,2,1
20.2,32,0,1,3,2,2,0
22.6,27,0,3,2,1,1,2
29.2,37,1,2,2,1,2,1
29.4,40,0,2,0,2,0,2
34.7,21,1,0,0,0,1,0
24.7,51,1,3,4,1,1,2
19.7,33,0,1,3,0,1,0
21.2,35,0,4,0,2,0,2
31.6,43,0,1,4,4,2,0
33.9,37,0,1,0,0,2,0
27.0,46,1,4,2,1,1,2
23.0,38,1,3,0,2,3,2
19.2,27,1,0,4,4,2,0
28.8,39,0,1,4,1,1,1
31.3,21,1,1,2,2,1,1
24.3,36,0,3,1,1,3,2
31.6,34,1,3,2,1,1,2
31.7,32,0,2,3,0,4,1
20.6,33,1,3,0,1,1,2
28.9,15,1,3,2,1,1,2
19.9,28,0,1,3,1,1,1
25.3,36,1,0,1,1,3,0
33.3,36,1,1,0,0,0,0
23.2,22,0,3,2,1,2,1
24.7,50,0,2,3,2,1,2
28.1,24,0,0,4,1,4,0
19.7,46,0,2,0,2,2,1
21.3,40,0,4,2,1,2,2
28.5,27,1,2,2,1,4,1
32.3,56,0,2,0,4,0,1
33.9,20,1,3,2,1,3,1
34.4,46,1,3,0,0,3,2
23.5,47,0,3,0,0,1,1
22.6,26,1,3,3,0,4,2
24.6,51,1,3,2,1,1,2
34.3,31,0,2,4,2,1,1
30.2,38,1,4,1,1,3,2
18.6,38,0,3,2,1,1,2
22.7,33,0,4,1,2,2,2
22.5,44,0,4,0,2,0,2
27.0,44,1,1,4,0,1,1
21.8,15,1,1,3,0,0,1
18.4,50,1,0,1,2,1,0
36.2,15,1,1,3,0,0,0
28.2,47,0,3,4,0,1,2
29.7,48,1,4,0,2,1,2
19.2,21,0,0,0,4,1,0
22.0,30,1,1,0,2,0,0
20.2,21,1,2,4,1,4,1
28.0,32,1,0,0,0,1,0
22.0,31,1,3,1,2,2,2
26.7,44,1,4,2,1,1,2
18.9,50,0,3,2,2,1,2
28.7,51,1,3,3,1,0,1
31.7,28,1,2,2,3,1,1
23.2,32,1,2,2,2,1,1
32.7,15,1,4,4,2,2,2
28.9,25,0,1,0,2,0,0
23.8,46,1,3,0,4,0,2
32.8,54,0,1,3,0,0,1
23.5,20,1,4,3,0,4,2
22.6,27,0,3,2,1,0,2
26.4,34,0,1,0,2,4,1
20.8,38,0,3,3,0,3,2
22.6,25,0,2,3,1,2,1
27.0,40,0,2,4,4,1,1
21.2,29,1,0,3,4,4,0
22.4,34,0,4,0,4,0,2
29.9,41,1,1,3,1,2,0
23.5,35,0,3,0,2,1,2
23.2,29,0,0,4,4,2,1
21.2,33,1,4,3,2,4,2
24.1,33,0,4,2,2,1,2
22.2,30,0,4,2,2,1,2
25.2,31,0,1,0,2,1,1
26.7,54,0,2,0,0,2,1
19.2,41,1,0,1,1,1,0
23.7,31,0,1,3,0,4,0
24.7,43,0,3,2,0,3,2
29.8,30,1,1,0,0,0,0
23.8,49,1,3,3,2,2,1
29.9,39,0,3,0,1,1,2
30.5,33,0,4,3,2,4,2
21.9,40,1,1,2,1,1,0
24.8,16,0,2,2,1,2,1
22.8,21,1,3,0,2,1,2
25.1,20,0,4,4,1,2,2
31.4,36,1,2,0,2,4,1
24.5,55,1,1,0,2,0,1
32.4,61,1,2,2,1,3,1
30.8,42,0,1,4,4,1,0
22.7,41,0,3,0,1,2,2
22.4,15,0,0,3,2,2,0
26.6,28,0,0,3,1,1,0
35.3,25,1,3,2,1,2,2
21.0,27,1,2,2,0,2,1
23.5,32,1,1,1,1,2,0
28.7,29,0,0,1,1,1,0
25.1,15,0,1,3,2,0,0
28.6,43,0,3,0,2,1,2
29.4,22,1,2,2,1,3,1
36.0,37,0,1,0,2,0,1
23.6,59,0,2,2,2,1,1
23.8,23,1,0,2,1,1,0
25.4,15,1,1,4,4,2,0
24.1,31,0,4,2,1,3,2
32.1,48,1,0,0,0,0,0
20.3,58,0,2,0,0,3,1
26.7,20,1,3,2,1,0,2
26.3,40,1,4,2,1,2,2
22.5,29,1,1,3,0,1,1
18.6,33,0,0,2,2,1,0
25.5,66,0,1,3,0,0,1
23.6,16,0,1,4,0,3,0
24.0,38,1,4,0,4,2,2
23.1,40,1,4,3,2,1,2
32.7,48,1,4,0,3,3,2
22.4,36,1,4,2,0,1,2
21.0,38,0,3,2,2,4,1
20.0,30,0,2,3,0,0,1
27.3,38,0,4,1,1,2,2
18.5,30,1,0,3,4,0,0
28.8,42,1,1,1,1,2,0
23.9,30,0,4,1,3,1,2
20.2,39,1,0,0,3,3,0
23.2,34,0,3,3,0,1,2
28.1,48,1,0,0,0,0,0
20.1,34,1,0,1,1,3,0
21.6,15,0,3,0,2,0,2
23.1,50,0,3,0,1,2,2
24.8,24,1,1,0,0,2,1
35.0,27,0,4,0,2,0,2
20.1,27,0,0,2,1,1,0
22.6,51,1,2,2,2,0,1
35.4,15,1,2,0,0,2,1
23.0,70,1,1,3,1,2,1
25.8,47,0,2,1,3,1,2
26.3,37,1,1,1,1,2,1
26.0,34,1,4,3,0,0,2
26.2,38,1,1,2,1,1,1
29.6,41,1,3,4,4,2,2
23.8,42,1,3,1,1,2,2
22.0,41,0,3,3,0,1,2
30.8,36,1,3,3,0,0,2
19.5,32,1,3,4,2,1,2
30.5,33,0,3,4,1,2,1
31.0,32,1,3,0,4,2,2
27.6,48,1,3,0,2,4,1
21.6,42,0,3,3,2,1,2
29.6,15,1,4,1,4,3,2
22.7,42,0,3,3,0,0,2
25.6,37,1,1,0,0,1,0
22.4,34,0,4,3,2,2,2
23.2,30,0,2,0,4,1,1
20.0,48,1,0,0,0,0,0
28.7,46,0,4,4,1,3,2
28.4,25,0,3,0,3,1,2
27.0,39,1,4,1,3,1,2
23.8,23,1,0,0,4,1,0
24.1,18,0,0,4,1,2,0
21.3,27,1,3,3,2,0,2
39.7,45,0,3,3,1,1,1
20.5,46,0,1,2,2,1,1
20.5,41,1,0,1,4,1,0
20.9,43,1,3,0,3,1,1
22.1,41,0,0,0,0,2,0
21.9,27,1,1,2,2,2,1
19.7,40,1,2,3,2,1,1
35.1,44,0,0,0,2,0,0
23.9,44,0,1,0,1,0,0
27.7,49,0,1,0,2,1,1
26.7,43,0,1,1,0,3,1
24.3,39,0,4,0,2,2,2
19.5,47,0,3,0,1,1,2
20.3,34,1,0,0,2,2,0
23.2,24,0,4,4,4,2,2
28.2,33,1,0,0,0,1,0
24.0,26,1,4,3,3,0,2
23.5,26,0,3,2,2,1,2
32.8,33,1,1,2,1,1,0
27.2,25,0,0,0,0,0,0
29.2,31,1,1,2,2,1,1
22.1,15,0,3,0,0,0,2
33.5,37,0,0,0,0,1,0
22.6,35,0,2,4,0,2,1
32.1,25,0,2,2,4,1,1
22.1,42,1,2,0,0,3,1
21.2,46,1,3,2,1,1,2
20.9,15,1,2,1,4,3,1
30.4,25,1,0,3,2,1,0
20.4,25,1,2,2,4,1,1
22.5,23,0,0,0,4,1,0
22.1,44,0,3,0,1,0,2
20.9,32,0,1,2,4,1,1
19.0,31,0,4,2,1,1,2
20.5,15,0,2,2,1,2,1
20.9,42,1,4,3,0,0,2
22.1,20,0,1,3,2,1,0
23.0,35,0,3,1,1,1,2
23.7,38,1,3,4,0,3,2
20.6,51,1,1,0,2,1,1
21.8,19,0,4,2,1,2,2
22.2,15,0,2,4,2,1,2
25.3,37,1,0,2,1,2,0
20.0,56,0,3,2,1,1,2
25.6,49,0,1,0,0,3,1
23.1,37,0,4,3,3,4,2
27.5,29,1,2,1,3,4,1
28.0,44,0,4,3,4,1,2
27.5,23,0,2,0,2,2,1
30.1,40,1,0,0,2,2,0
19.2,41,1,0,1,0,2,0
27.8,47,1,1,0,2,3,1
25.5,68,0,1,4,1,2,1
21.3,39,1,2,4,1,1,1
21.9,28,0,2,2,1,2,1
33.3,34,1,2,0,2,0,1
26.0,15,0,2,0,2,4,1
23.1,26,1,0,2,1,1,0
33.9,30,0,1,0,3,0,0
30.9,28,0,1,3,0,1,0
28.5,36,1,3,0,2,0,1
21.8,25,1,1,3,3,2,0
30.3,48,0,1,3,0,1,0
20.8,35,1,4,2,1,3,2
25.0,34,0,4,3,2,2,2
25.3,31,1,3,3,2,0,2
24.6,36,1,2,3,2,4,1
32.4,44,0,3,2,1,2,2
26.1,24,1,3,0,2,4,2
24.3,27,1,0,4,1,4,0
25.1,31,0,1,2,1,2,0
29.2,18,0,0,3,4,3,0
20.2,25,1,1,2,1,1,1
23.6,29,0,3,0,1,2,2
31.1,45,1,1,4,2,2,0
21.6,38,1,2,0,0,2,1
23.6,37,0,2,4,4,4,1
18.3,45,0,3,0,2,0,1
22.3,33,0,4,1,4,1,2
21.3,39,0,2,2,4,3,2
34.5,33,0,3,4,2,2,1
27.9,38,0,0,4,3,2,0
34.2,28,1,4,3,1,1,2
20.8,15,1,2,1,1,1,1
23.3,33,0,3,0,0,2,2
24.7,52,1,3,3,0,1,2
22.8,46,1,0,2,2,3,0
25.8,46,1,0,3,4,4,0
20.2,49,1,4,3,0,2,2
19.6,36,0,2,2,1,3,2
28.8,37,1,3,3,2,1,2
27.8,27,1,4,3,2,4,2
23.5,31,0,4,4,1,4,2
33.9,42,0,0,2,1,3,0
24.3,49,0,3,3,4,0,2
29.5,33,0,1,2,4,2,0
21.1,29,1,0,0,1,3,0
29.1,35,0,3,0,2,1,2
23.6,42,1,4,0,2,0,2
23.7,17,1,4,0,1,0,2
22.7,15,0,2,0,2,0,1
24.8,28,0,1,4,0,2,0
27.1,20,0,0,2,1,1,0
20.3,28,0,2,1,3,2,1
17.2,33,0,2,2,4,1,1
23.1,29,0,1,2,1,3,1
25.5,52,1,0,0,0,0,0
19.9,38,1,0,0,1,0,0
26.5,38,1,4,4,1,4,2
20.3,42,1,0,3,4,1,0
30.9,21,0,2,2,1,2,1
35.2,47,0,4,2,3,1,2
32.9,34,1,0,0,0,0,0
18.3,43,1,1,2,1,2,0
20.8,22,1,2,2,1,1,1
21.3,16,0,3,3,2,0,2
20.9,44,0,1,0,3,0,1
15.9,39,0,1,3,2,1,0
24.0,24,1,0,1,2,1,0
20.2,24,1,4,2,3,2,2
25.0,48,0,4,2,1,1,2
25.3,20,0,2,2,1,1,1
25.9,54,1,0,2,1,1,0
22.3,24,1,4,0,0,1,2
20.2,42,0,3,2,4,1,2
22.8,31,1,0,0,0,1,0
27.3,42,0,0,0,0,4,0
22.8,28,0,4,0,2,1,2
28.9,33,1,1,2,1,3,0
27.2,35,1,0,0,0,0,0
25.0,22,1,1,0,0,0,0
26.4,43,0,2,2,2,2,2
27.5,28,1,2,4,0,3,1
17.0,32,1,4,3,2,1,2
27.0,23,0,2,4,2,2,2
22.3,15,0,4,2,1,2,2
22.5,32,1,4,2,1,3,2
28.8,63,0,1,3,1,2,1
30.0,44,0,1,0,3,0,1
20.5,34,0,2,0,0,0,1
26.5,31,1,1,1,1,1,1
23.2,35,1,0,0,3,1,0
20.0,41,0,3,3,0,0,2
20.0,20,0,0,2,2,1,0
20.0,48,0,0,0,0,0,0
25.4,43,1,4,4,4,4,2
34.2,43,0,3,2,0,1,1
33.3,40,0,4,2,1,4,2
22.7,35,1,1,4,0,2,0
27.6,43,0,1,0,0,1,0
21.9,42,1,3,3,0,0,1
29.8,30,1,2,1,1,1,1
21.2,28,1,1,3,2,2,1
19.9,36,0,0,4,3,2,0
20.6,53,0,3,2,1,3,2
30.6,20,1,3,0,2,1,2
36.5,17,0,1,0,0,0,0
21.9,36,1,1,1,1,3,0
28.0,35,0,4,3,2,2,2
23.3,37,1,4,0,2,4,2
21.6,37,1,0,1,1,2,0
22.1,32,0,3,3,3,0,2
21.5,52,0,2,0,0,1,2
22.9,15,0,2,3,0,0,1
25.0,25,0,3,0,0,4,2
19.9,33,1,0,0,0,0,0
26.9,15,1,4,0,4,3,2
29.3,32,0,4,4,3,2,1
22.3,54,0,4,2,1,4,2
24.9,35,1,2,0,0,0,1
24.1,37,0,2,2,1,1,1
28.4,19,0,0,3,0,1,0
28.7,27,0,2,1,4,2,2
23.0,30,0,1,3,0,0,0
22.0,31,1,2,0,1,1,1
21.4,50,1,4,0,1,3,2
18.8,41,0,0,2,1,3,0
29.3,21,1,3,0,2,0,2
22.4,37,0,3,4,3,2,2
30.7,40,0,0,0,2,0,0
21.3,48,0,1,3,4,2,1
22.9,53,1,3,0,0,0,2
35.2,22,1,4,3,2,2,2
22.1,25,1,3,0,2,0,2
33.2,19,1,3,4,4,1,1
29.1,32,1,4,0,2,1,2
28.0,40,0,2,3,2,4,0
20.1,46,0,1,2,1,3,1
29.9,34,1,4,2,1,1,2
23.0,31,1,4,0,0,0,2
23.5,36,1,0,3,1,4,0
21.0,24,0,1,0,3,0,1
23.6,60,1,2,3,0,4,0
26.3,15,0,4,2,1,1,2
30.4,37,0,2,4,1,1,1
26.8,59,1,4,2,1,0,2
19.6,35,0,4,0,2,0,2
18.6,32,0,0,2,1,2,0
21.8,30,1,3,0,0,1,2
22.5,32,0,1,0,2,1,0
25.6,51,1,0,1,1,2,0
28.9,15,0,2,4,2,2,1
21.9,53,1,4,3,0,1,2
29.6,17,1,4,0,1,0,2
23.9,31,0,1,2,4,2,0
33.8,29,1,0,0,3,4,0
17.5,42,0,0,1,2,0,0
17.0,15,0,2,0,0,0,1
17.9,40,1,0,3,3,0,0
30.6,59,0,0,4,0,1,0
25.5,18,1,3,0,4,0,2
23.1,37,0,1,1,4,0,0
17.8,27,0,0,0,1,0,0
26.7,40,1,2,4,4,1,1
22.3,35,0,4,0,1,0,2
19.6,27,0,0,2,4,0,0
22.7,40,0,0,4,3,0,0
35.9,56,0,4,0,3,1,2
20.7,32,0,3,2,1,1,2
26.2,43,0,1,0,0,0,0
22.0,19,0,3,3,0,1,2
18.8,23,0,2,0,0,1,1
19.5,40,1,0,4,1,1,0
20.7,52,0,3,4,2,4,2
27.5,39,0,1,3,2,3,0
32.2,31,1,2,2,2,0,1
27.1,34,1,3,3,2,0,2
33.5,19,1,0,0,0,0,0
32.9,42,0,1,1,1,2,1
22.2,45,1,0,0,0,0,0
24.7,29,1,0,2,1,1,0
24.2,29,0,2,3,2,0,2
37.8,38,0,1,4,1,2,0
29.1,29,1,4,3,3,2,2
34.9,34,1,0,3,4,0,0
22.6,60,0,1,4,4,4,1
26.0,32,0,0,4,4,2,0
22.6,30,0,3,2,1,3,2
32.4,27,0,3,0,0,0,2
33.7,43,0,1,2,4,1,1
21.9,32,1,2,2,1,2,1
27.8,27,0,4,2,1,1,2
31.1,50,0,3,4,4,1,1
25.6,52,0,2,4,2,2,1
21.5,27,0,4,1,4,4,2
22.0,15,0,3,0,0,2,1
29.0,47,1,4,0,2,0,2
23.8,26,0,0,0,0,0,0
27.8,44,1,1,1,0,1,0
24.3,15,0,3,4,2,1,2
18.2,45,1,3,2,2,1,2
31.7,20,1,0,2,2,4,0
25.8,43,0,3,0,2,1,2
27.2,35,0,3,2,1,3,2
25.4,23,0,3,4,1,1,2
22.2,30,0,3,3,0,0,2
30.7,43,0,3,0,2,0,2
21.4,36,1,2,4,4,2,1
25.6,42,0,3,0,1,0,2
22.2,58,0,0,3,2,0,0
26.3,16,1,3,0,4,0,2
26.1,54,0,4,3,4,2,2
18.7,36,1,4,0,2,1,2
20.4,24,0,0,2,1,1,0
16.1,19,1,2,2,3,2,1
22.5,32,0,0,0,0,0,1
26.3,46,1,2,4,3,2,1
30.5,33,1,1,0,0,0,0
24.9,53,0,4,4,1,2,2
30.4,17,0,4,1,1,3,2
27.3,34,0,4,3,1,1,2
24.8,19,1,2,3,3,4,2
21.4,39,1,0,0,0,1,0
21.7,45,1,2,1,4,2,2
32.3,29,0,4,2,3,1,2
20.4,15,0,4,3,1,1,2
24.9,37,1,4,4,1,1,2
25.0,40,0,4,0,2,1,2
23.7,39,1,1,1,1,2,0
24.6,49,0,4,3,2,2,2
33.7,22,0,2,2,1,1,1
28.5,43,1,4,4,2,2,2
20.7,49,0,3,0,2,2,2
15.7,15,0,1,2,1,4,0
26.2,38,0,4,3,2,4,2
35.1,28,0,3,0,2,1,2
21.7,34,0,2,3,2,4,2
20.2,39,1,1,0,0,3,0
21.3,29,0,4,2,4,1,2
35.2,26,1,2,3,2,1,1
20.9,35,0,3,0,1,2,2
24.3,21,0,1,0,2,1,1
23.3,21,1,4,4,1,2,2
29.2,43,1,2,4,3,2,1
23.3,21,0,1,4,0,2,0
27.8,42,0,3,4,2,3,1
29.1,40,1,4,0,0,2,2
29.0,15,1,1,0,3,2,0
19.2,26,1,3,0,2,2,2
25.8,49,1,3,4,0,2,2
22.3,23,0,2,3,2,1,1
23.3,29,0,3,2,1,2,2
25.0,40,0,3,4,2,0,2
28.2,44,0,0,2,0,1,1
18.9,31,0,3,0,3,2,1
21.8,27,1,4,0,0,2,2
23.5,52,1,1,0,0,0,1
24.1,55,1,4,1,1,2,2
31.3,46,0,4,1,1,3,2
22.7,36,1,2,3,2,2,1
22.4,25,0,0,0,0,0,0
29.5,25,0,0,3,2,1,0
20.0,41,0,4,2,1,1,2
24.3,40,1,1,4,1,2,1
23.9,51,0,0,3,2,1,0
22.0,42,0,0,4,2,1,0
20.2,16,1,4,1,4,2,2
28.9,47,0,0,0,2,2,0
21.0,23,1,2,2,1,2,1
19.0,30,0,4,0,0,0,2
31.1,38,1,0,2,2,1,0
22.5,58,0,0,0,2,0,0
21.6,70,0,0,2,1,2,0
23.5,42,1,4,4,4,4,2
32.0,32,0,1,0,1,2,0
30.0,41,1,3,4,2,2,2
28.1,45,0,0,0,2,0,0
27.3,31,1,3,0,2,1,2
20.5,56,0,3,2,2,3,2
33.5,37,0,0,3,1,1,0
35.4,40,0,0,3,2,4,0
23.9,42,1,3,3,2,4,2
30.4,40,1,1,0,0,2,0
23.0,45,1,3,0,0,1,2
19.8,27,1,1,0,2,2,0
21.2,28,1,2,1,1,3,1
27.7,21,0,1,4,2,2,0
21.5,40,0,4,4,2,2,2
29.0,44,0,0,0,0,0,0
25.0,40,0,2,3,2,0,1
